,Review,Clustering_id
312,书一文不值。《史记》全书12本纪、30世家、70列传、10表、8书，共130篇526500字，本书只选了18篇……#了。终于发现这套《国学典藏系列》是装饰品，不是读品。再也不在京东买书了?,98
313,收到货的感觉棒棒哒！好东西，物美价廉！值得拥有！绝对值得拥有！！,14
314,宝贝不错，包装严实，是正版，下次再来。,73
315,简单。细节不能详细。只有我自己摸索。不过也就是种大蒜头而已。只是繁琐碎。产量小。如果与大蒜头反过来。就是蒜头不好种，反正物以稀为贵。,33
316,书是好书，可是只有表格，没有实例，不太好哦。,95
317,暑假孩子们看书买书还是在京东上买比较方便。书的种类也很多！各种跨店铺的满减活动都非常适用，价格也很划算,13
318,京东就是给力，优惠大，送货快，嘻，让我抢到叠加券真是太高兴了，希望京东继续给力！！,36
319,宝贝很不错，强烈推荐。,14
320,非常好的教材。内容丰富多彩，,62
321,这本小学教材全解非常的好!,58
322,京东买书就是嗨，今天下手明天来，书目品种多又多，解决问题好又快！,53
323,本书按照《语文课程标准》的要求，本书编写内容丰富，信息充足，知识点覆盖面全，规律方法总结全，是教材同步学习工具书。课前预习板块，提供29种识字方法，5种解词方法，从4个角度介绍作者信息，从多个层面展示课文背景，帮用同学们扫除阅读“拦路虎”，为深入理解课文做好准备。,79
324,很不错的学习资料，孩子一直都在用这个，觉得内容非常丰富，能帮助孩子好好学习。,85
325,书中有典型例题，思路分析。还有基础知识整理有利于学生掌握要领。非常感谢！,54
326,是一本提前预习的好资料，题类丰富！,58
327,非常好，性价比高，女儿很高兴。,14
328,不错，分析的很仔细,17
329,老板人很好，要的有点急，给现上架商品，谢谢老板！老板人很好，要的有点急，给现上架商品，谢谢老板！老板人很好，要的有点急，给现上架商品，谢谢老板！老板人很好，要的有点急，给现上架商品，谢谢老板！,90
330,内容非常丰富，开阔了自己眼界。收获很多,62
331,虽然后了几天，不过也感谢！不错！,17
332,正版，很有用，京东折扣力度大，很划算。书讲解系统，对复习很有帮助，版式设计合理科学，非常不错！,85
333,正版，很有用，京东折扣力度大，很划算。书讲解系统，对复习很有帮助，版式设计合理科学，非常不错！,85
334,买到就是赚到，书质量不错，期待学到做到！,99
335,书一般，手法单一，没创新，没概念，不太好。,22
336,东西还行！说实话我初学者看得有点懵！有穴位点，还有拔罐标记！还要拿三棱针刺血！真的懵逼了,80
337,书的质量没话说，至于内容如何需要临床的验证，京东配送非常给力，很满意，赞一个,87
338,可以在家庭学习了解，印刷排版质量也好,40
339,本书的印刷排版质量不错，内容也很好,3
340,很实用的一本书，印刷排版质量也好,99
341,初次接触刺血疗法～感觉内容比较多,26
342,挺好的，比较喜欢,39
343,内容少了点，不算比较新奇吧！,86
344,非常划算，用券买的，京东让人放心！,36
345,又快又好，支持京东！,36
346,太喜欢了，看惯了国外绘本，换成国内的水墨画，简直太美，上海美术电影制片厂出品的书，推荐！,85
347,这才是中国孩子该看的绘本,88
348,非常完美的一套书，还带拼音，女儿很喜欢，京东小哥很可爱。,85
349,孩子喜欢，一起重新回到自己小时候。,75
350,薄薄的一本，适合大一点的孩子阅读，胶板纸，边角很锋利。儿童推荐书单大多都是外国的作品，其实我们国家经典的儿童动画也丝毫不逊色。屯一批童年的回忆，和孩子一起看。,24
351,非常感谢京东大力发展图书文化，这次活动期间，为家里宝宝的成长，购买了好多好多书，再次感谢京东平台，能买到这么优惠又实惠的图书。,24
352,不错，便宜好用。参加活动购买，比实体店实惠多了。现在东西基本都京东买了，省了好多钱。,0
353,用料非常扎实做工精细设计合理美观物流很快非常满意,35
354,不好看，水墨的颜色不太喜欢,39
355,书质量很好，图画也很精美,99
356,此用户未填写评价内容,6
357,印刷质量很好，快递也很快！,30
358,九十九十本，连续买了很多。很是划算。推荐同事也买了。,64
359,东西不错，都很喜欢啊，下次还会买一些的。送人啊。,39
360,千里迢迢几经周转很快从上海来到身边，货物完好无损，感谢京东各工序人员的辛勤工作。书是布面硬精装，装帧典雅、印装精良、版式设计及纸张选用都是很好的。先买来《冷月孤灯.静远楼读史》看看，有机会再买《曾国藩》《张之洞》《杨度》以及唐浩明评点曾国藩家书、日记、奏折、书信、诗文、语录等典藏系列。（一起还买了梁实秋的《雅舍谈吃》，评价时忘发图片了，在这儿捎带着发了供大家参考。）,52
361,推荐喜欢曾国藩的朋友先从唐浩明的评点系列入手，这套广东人民出版社的精装很好，遗憾的是没有《评点曾文正公嘉言炒》，觉得评点语录没有评点嘉言炒好，全套已入（评点系列6套7册加一本静远楼读史共8册，原价共390=150.2，3.9折。唐浩明晚清三部曲9册原价418=138，3.3折）。好书低于4折可以入。听说三部曲用神券可以做到100元真是厉害，我觉得能3折的价格就很好了。,52
362,终于又有活动了，遗憾此次有优惠的书的范围有些小，买着不过瘾。感谢jd送货的师傅。,16
363,这几年关于曾氏的书籍在各大书店甚至地摊上都非常热销，既如此肯定有它的道理，买来看下，顺便收藏。京东快递非常给力，头天中午下单，第二天中午收货，为快递小哥的速度和工作热情点赞！近期买书太多，没来得及细看，只发现用纸很棒，封面不是布面，而是硬纸板印刷的仿布效果。,24
364,看外表没有损坏，内容还没看，不过对这次的运输不是很满意，箱子偏大，被压扁了，还好没有损坏书籍。,8
365,比预计的到货早，京东速度。书不错，收下这个版本，慢慢读吧。,27
366,送货快，包装好，内容精，印刷美，字体大，优惠多，确实好，下次来，京东棒。,0
367,送货快，包装好，内容精，印刷美，字体大，优惠多，确实好，下次来，京东棒。,0
368,推荐喜欢曾国藩的朋友先从唐浩明的评点系列入手，这套广东人民出版社的精装很好，遗憾的是没有《评点曾文正公嘉言钞》，觉得评点语录没有评点嘉言炒好，全套已入（评点系列6套7册加一本静远楼读史共8册，原价共390=150.2，3.9折。唐浩明晚清三部曲9册原价418=138，3.3折）。好书低于4折可以入。听说三部曲用神券可以做到100元真是厉害，我觉得能3折的价格就很好了。,52
369,推荐喜欢曾国藩的朋友先从唐浩明的评点系列入手，这套广东人民出版社的精装很好，遗憾的是没有《评点曾文正公嘉言钞》，觉得评点语录没有评点嘉言炒好，全套已入（评点系列6套7册加一本静远楼读史共8册，原价共390=150.2，3.9折。唐浩明晚清三部曲9册原价418=138，3.3折）。好书低于4折可以入。听说三部曲用神券可以做到100元真是厉害，我觉得能3折的价格就很好了。,52
370,非常好！送货快！可惜卷过期了，要不肯定多买点……,14
371,很好呢,2
372,挺好的，印刷质量不错，内容参考价值高。,99
373,很不错，这本书市面上已经难买到，农业出版社在出版一次算是嘉惠学林,34
374,这种类目的书可不多见啊。,4
375,世界的和平与稳定，你的时候我的人,50
376,商品满意,82
377,网上购物选择京东，就是因为京东物流真是很棒！包装好，速度快，送货上门，快递小哥服务态度超好！质量不错。,73
378,英语老师给我们推荐的，内容简介、很全面，里面故事很有趣，六年级的学生也可以做一些试试哦～强烈推荐给大家这款好货！！！,54
379,好评嗯嗯而且速度快,14
380,阅读材料时效性强，题材广泛，题型丰富多样，值得拥有,62
381,很好，速度很快，质检很好，很棒,35
382,超级划算！好！值得拥有！下次还会再来！,14
383,是正版，书感觉不错，很喜欢。送货快速，包装很好。,27
384,难度不大，对孩子来说，词汇少的可能难度大些。,57
385,现在家里大小商品都京东买了，不用出门送货到家，?,70
386,购买方便，内容详细,62
387,书的质量不错，印刷比较清晰。,99
388,自从有了京东…书店超市能不去的都不去了…,98
389,梁晓声的大长篇小说都看了，短篇也陆陆续续看了一些，这本一次性补全，非常不错,76
390,该书本总的来说还是不错的，质量还可以，刚好适合自己的要求。,11
391,"内容很棒，书也做的很精致,喜欢！",99
392,物流很给力，看过一本梁晓声的书，追书,27
393,书很好，喜欢,99
394,很好,2
395,信任京东图书，是正版书，包装结实，物流很快。,38
396,京东很给力！再给京东赞一个！,36
397,体会不一样的论语！精彩！,56
398,不错的书籍,21
399,国内首部日军联队专著，怎能不来一发?照片很多，图幅较大也比较清晰，属于崎峻典型的图史,58
400,总体来说内容不错，科普类读物，,61
401,这本书的品相还是很好的，绝对的是全品书。也就是说封面很平很新，没有折角，印刷精致美丽大方，当然就很漂亮啦。要说到品相好，还得说说它的正文啊！每一页上都有字呢！每个字都能看清楚呢！最难能可贵的就是每页都很规整，没有脱页、漏页的现象出现呢！每个字印刷的都很精细呢。好的，现在品相已经评论完了，至此品相这一个环节还是可以打个很高的分呢。说完了品相，接下来我们该评论些什么内容呢？是书的内容？还是书的包装？还是书的运输？还是书的价格呢？我觉得还是先从书的内容说起吧！基于以上几点我给这本书一个好评。,52
402,经典作品，内容精彩，值得购买。,62
403,《太平洋战争中的日本陆军联队全史》以太平洋战争期间的日本陆军联队为著述对象，以*主要作战力量的步兵联队、炮兵联队和战车联队作为研究对象，介绍其编制构成、武器装备、战斗路线，与战役行动相结合，并配以相关的历史地图、照片，讲述了日军各联队在太平洋战争期间的作战历程，揭示日本陆军从诞生、发展直至覆灭的历史过程。,94
404,经常在京东买书，就是因为实惠，质量好。物流块。,38
405,必须讲京东这次的外包装太给力了，书内容很好，发货速度很快！,38
406,好书！！！很喜欢！！！！！,12
407,纸张质量和印刷非常满意，全铜版纸印刷，厚重工整，16开大本，字迹有点小但很清晰，只是对内容不满意所以给3星，原因是文不对题，这不是全史只是联队的片段史，而且只是太平洋战争的一个片段史，作者的文章组织结构反常规，通常一个部队的全历史编写应该以这个部队的视角，从始到终按时间顺序来写（指文的党卫军1、2、3、5就是这样组织的），但本书是按照1941-1945太平洋战争的时间顺序写的，因此对每一个联队的描写就只有这个联队参加某一个大型战役的部分，这个战役之前的内容没有，联队怎么发展壮大的也没有，战役之后去了哪里也没有，而且任何一个战役都不可能是一个联队独立完成的，因此每个联队的片段描述都至少有一半的篇幅是写其他联队的，并且视角是站在战略全局的位置，篇幅也不长，对这个联队士兵、军官和所发生的战斗经历的细节描述基本全无，浏览起来感觉很奇怪，和看太平洋战争全史没太大差别，并且里面一半的图片是美军拍摄的，日军自己的图片太少，基本了解不到各个联队的具体情况，要不是因为印刷质量好可能会选择退货了。建议作者去日本参观一下靖国神社，到那里取一些图片都要好的多。,42
408,不错，挺好的，很喜欢。。。,17
409,感觉还是比较实用，有一定帮助。,39
410,书的质量很好，内容还不错，值得购买，信赖京东！,38
411,孩子非常喜欢，每天都会看几页，爱不释手。,23
412,这个系列的著作堪称经典，无论纸张还是印刷都不错，无论阅读还是收藏，都是完美。就是有点贵！,76
413,很好的书，几位作者之前的作品都拜读过，很不错，值得推荐。,77
414,很好的书，物流很快。还会买的。,27
415,还不错，挺好的。就是找不到总复习的,11
416,内容很好，案例具体巧妙。,62
417,不怎么好，没想到这么薄，字体还挺大，这样整本书的内容就显得太少了！薄薄薄薄薄薄,76
418,好,81
419,好评，五星好评，满五星好评，凑字满五星好评，,17
420,买来看看啦，老师推荐的,51
421,有点儿意思。,86
422,又好，又快推荐!!??,17
423,还行吧还行吧还行吧啊,37
424,价给便宜，书的质量也不错！,99
425,书籍还不错，对写论文有些参考价值,40
426,书的质量是不错的，但是这个字应该是从整篇文章中抠出来的，不是专门写的单字，所以有些字的收笔比较奇怪，但是总体还是很高水准的,22
427,蛮好的，知识通俗易懂，分析到位，虽然~人有点讨厌，但~的管理还是总结的蛮到位的。1.全面，对于一个初入职场不久的人来说，太深奥的管理知识也看不懂，而这本书则很好的解释了权威的知识。入夜渐渐微凉，繁花落地成霜，你在我远房眺望，耗尽所有目光不思量，自难相忘。。。,78
428,不错，很喜欢,17
429,分级阅读，逐步提升阅读水平，还有听力，给力,40
430,速度超快，物流好给力,35
431,物流太给力了，过年了,47
432,不错，很喜欢,17
433,不错，很喜欢,17
434,送货快,43
435,送货快,43
436,还不错哦，妈妈已经开始学起来了,75
437,印刷清晰，纸张厚实，正文字体大，视觉效果好，物流给力！内容丰富。很好的版本。五分！,30
438,送货超级快，这就是我喜欢京东的理由！在购物车里放了近一年多，终于趁活动下手。超值！,36
439,好书，有前人注解，没有翻译。博大精深，需要花时间仔细阅读。理学入门读物。,58
440,送货很快。书的质量很好。,30
441,不错，这个装帧很喜欢，就是怕不耐脏。了解理学之阶梯，唯一不解的是朱熹为什么没有收录邵雍的语录。,57
442,很好的书，印刷清晰。内容棒棒的，各方面都很满意！,99
443,国学经典之书，装帧设计也非常好。,3
444,京东自营！！品质保证！！,36
445,国学经典，必读书目，很好。,62
446,物流迅速，价格便宜，值得购买！,63
447,小学生的必读书目，给孩子买回家。再慢慢一本一本的看,95
448,画面精美，封面手感很特别，值得收藏！这是一个长故事的绘本，有了图案，内容变得更加明白易懂。,72
449,不错，很好，给娃囤的，京东价格很给力,0
450,孩子喜欢，一直这里买书。,64
451,好好好好好好好好好好好好好好好好好好好,20
452,书的包装和纸质还不错，没有味道，孩子很喜欢,72
453,一如既往棒棒哒！,17
454,质量杠杠滴,89
455,不错,7
456,不错,7
457,这本书也是同事推荐购买的，内容符合人教版的教材实际，不仅能增加孩子的课外阅读面知识面，孩子也很喜欢！后面读高年级还是会继续购买。,24
458,和语文教科书是同步的，平时做做挺不错的，增加点知识量,40
459,第一次在京东上购书，希望是正品。,38
460,书还可以的，建议包装再结实一点,8
461,最喜欢京东的物流了，完爆其他电商。,70
462,不错，是新版,21
463,奇文史笔红楼梦不知所谓,34
464,书很好，值得拥有。,99
465,今生今世深圳南山南笨蛋笨蛋少男少女对你的么么哒,50
466,是围棋老师推介买的，一直在练习，这次围棋比赛突飞猛进，终于荣升二段了,1
467,书的内容趣味性十足、适合儿童从入门开始学习围棋。在做这套书之前，我们先设计了葛老师卡通人物的形象，并将卡通头像用在封面和篇章页上，配上了“葛老师心语”“葛老师提示”等贴心的话，让书的内容适合各个年龄段的小朋友学习。,79
468,质量不错，价格合理，京东值得信赖。,0
469,京东购物方便快捷，送货速度杠杠的，评价送京豆。,0
470,非常好的东西，下次还会买的！,14
471,儿子就在葛道学围棋买来做做题,33
472,质量很高的死活题训练集。,58
473,买错了，难度有点高，还得重买,33
474,喜欢！！！！！！！！！！！！！,12
475,非常好。一直在京东购物！,36
476,很好。,89
477,不错。,89
478,送货挺快的，质量也挺不错,63
479,绘本节活动京东自营也优惠多多，非常棒，质量好，物流派送满意,0
480,书的破损挺大的，包装也不太好,8
481,诗歌都比较短小，内容丰富,68
482,感觉很好，精装版的，一直在京东买,38
483,京东物流快，配送服务好！学习参考书。用健康的蔬菜粉代替色素，健康，小朋友喜欢！,54
484,身体出现有什么不适轻松知道出现什么症状了，可以及时避免很多疾病的发生,92
485,为北邮计算机复试买的考点都覆盖了课后题也很经典,40
486,很好的产品，京东自营让人信赖，值得购买。如有质量问题，退换货十分方便。比实体店要好。,0
487,印刷质量很好！,30
488,好,81
489,书到了，还没看，每天花一点时间，我这个非会计专业的会计刺客养成之路开启,95
490,虽然是做活动，这也太脏了，三本书直接放在纸盒里发货了。就算是去年的书，边角的撕裂和破损实在是太明显了，很像退货的。要不是急用就退货了,8
491,"本没有认真评论过，不知道浪费了多少豆豆，这个福利真的很不错，妥妥每次都写100多字，这是第N次在网_上买东西了，棒棒棒，好厉害好厉害，东西便宜质量好，物美价廉，买的放心，用的放心，开心，感觉都买上瘾了，买买买根本停不下来，东西多而且又全，划算,方便，实惠，包装也好，没有任何损坏，会-直支持下去的。足不出户就可以买到所有日常生活需要的食物、日用品及生鲜水果，简直是太合适了来基本没有认真评论过，不知道浪费了多少豆豆，这个福利真的很不错，值得购买，特意分享给大家。基本没有认真评论过，不知道浪费了多少豆豆，这个福利真的很不错，妥妥每次都写100多字，这是第N次在网.上买东西了，棒棒棒,好厉害好厉害，东西便宜质量好，物美价廉，买的放心，用的放心，开心，感觉都买上瘾了，买买买根本停不下来，东西多而且又全，划算,方便，实惠，包装也好，没有任何损坏，会一直支持下去的。足不出户就可以买到所有日常生活需要的食物、日用品及生鲜水果，简直是太合适。",9
492,应该是盗版书，店家有点不地道了。,8
493,京东这速度不服不行！书不错，趁着4月份正式的教材上市前热热身,11
494,总是在京东买东西，每一样东西都能及时送达，质量好，价格低，导致我都不喜欢用其他的网购平台，宝贝性价比很高，购买之前我还是有对比的，我买的东西不一定是最好的，但一定是最具有性价比的，特别是为孩子、为家人购买的物品，一定是考虑有考虑好之后的选择，所以我信任京东，希望京东能再接再厉，做得更好更大，提供更多更好的物品，为京东的商品和服务点赞！为京东的卖家、客服、仓管、老板、快递员点赞！反正希望大家能够喜欢我评价的物品。,18
495,音乐会曲目。学习者可由此对钢琴四手联弹的各类不同风格和演奏技术，有较明晰的了解。此书亦可作为钢琴多样性教学的补充材料。本曲集册的作品，按作曲家出生的先后排序，以初、中级程度为主，选曲31首四手联弹曲目。第二册为中、程度曲目。在后半部分，编入莫扎特两首的奏鸣曲和舒伯特的幻想曲。汇编多种不同类型、风格各异的作品于一集，旨在扩大学习者的视野，让我们能更多地了解钢琴四手联弹曲目，并在学习中有更宽,48
496,音乐会曲目。学习者可由此对钢琴四手联弹的各类不同风格和演奏技术，有较明晰的了解。此书亦可作为钢琴多样性教学的补充材料。本曲集册的作品，按作曲家出生的先后排序，以初、中级程度为主，选曲31首四手联弹曲目。第二册为中、程度曲目。在后半部分，编入莫扎特两首的奏鸣曲和舒伯特的幻想曲。汇编多种不同类型、风格各异的作品于一集，旨在扩大学习者的视野，让我们能更多地了解钢琴四手联弹曲目，并在学习中有更宽,48
497,音乐会曲目。学习者可由此对钢琴四手联弹的各类不同风格和演奏技术，有较明晰的了解。此书亦可作为钢琴多样性教学的补充材料。本曲集册的作品，按作曲家出生的先后排序，以初、中级程度为主，选曲31首四手联弹曲目。第二册为中、程度曲目。在后半部分，编入莫扎特两首的奏鸣曲和舒伯特的幻想曲。汇编多种不同类型、风格各异的作品于一集，旨在扩大学习者的视野，让我们能更多地了解钢琴四手联弹曲目，并在学习中有更宽,48
498,音乐会曲目。学习者可由此对钢琴四手联弹的各类不同风格和演奏技术，有较明晰的了解。此书亦可作为钢琴多样性教学的补充材料。本曲集册的作品，按作曲家出生的先后排序，以初、中级程度为主，选曲31首四手联弹曲目。第二册为中、程度曲目。在后半部分，编入莫扎特两首的奏鸣曲和舒伯特的幻想曲。汇编多种不同类型、风格各异的作品于一集，旨在扩大学习者的视野，让我们能更多地了解钢琴四手联弹曲目，并在学习中有更宽,48
499,好读书读好书，这样的书更有价值和意义,56
500,以均衡认知负荷为研究目的，通过设计编码手段及实验验证,96
501,很快，收到了。不错。,35
502,还可以，发货速度比其他几本都要快,27
503,买了五本书，唯一一本品相良好的书,64
504,不错，一如既往的好！,17
505,错误有点多?,26
506,不错。。。。。。。，很好。。。。,49
507,还行吧,37
508,好评,2
509,有点老旧了2011版的,21
510,这是一本好书，值得推荐！,77
511,不错。,89
512,内容全面，易懂，孩子说对高中学习有帮助。,19
513,中国语言文学文库·典藏文库：高华年汉藏语论稿，想要的书,34
514,东西很赞，相信京东正品，发货快，派件员很赞，以后还会来的,73
515,学习,81
516,包装改进了！点一下赞！,17
517,买了好多，虽然是平装，但海豚花园的绘本内容还是很经典，这些适合4-6岁的孩子看，京东的送货速度没得说，现在基本就是京东都解决了,24
518,塞北草原，自古乃夷狄聚居之地，及至近代，始乃沐华夏文明之光。余生于斯，长于斯，尝感学问之不足，欲访名师而不可得。盖此地文明开化未久，治学问者若凤毛菱角。此路不通，余无法，求人不若求己，转而攻读史籍，冀能解惑一二。余常至书店，惜居近处无有大书店，既而觅书于网络之书肆，如当当，亚马逊，京东之类，经年有余，所购之书几可占满书房。积余经年之经验，论及书籍之全，非当当莫属，欲购外文书籍，则宜至亚马逊，评论亦精当，至若价格之公道，邮递之便捷，态度之亲切，服务之贴心，当推京东。余观留言之书友，亦多有此感，甚慰吾言之不孤。以此亦知，京东之优秀，名副其实矣。盖狡者可欺一人，可欺百人，安可欺千千万万人？可欺一时，安可欺一世？,66
519,塞北草原，自古乃夷狄聚居之地，及至近代，始乃沐华夏文明之光。余生于斯，长于斯，尝感学问之不足，欲访名师而不可得。盖此地文明开化未久，治学问者若凤毛菱角。此路不通，余无法，求人不若求己，转而攻读史籍，冀能解惑一二。余常至书店，惜居近处无有大书店，既而觅书于网络之书肆，如当当，亚马逊，京东之类，经年有余，所购之书几可占满书房。积余经年之经验，论及书籍之全，非当当莫属，欲购外文书籍，则宜至亚马逊，评论亦精当，至若价格之公道，邮递之便捷，态度之亲切，服务之贴心，当推京东。余观留言之书友，亦多有此感，甚慰吾言之不孤。以此亦知，京东之优秀，名副其实矣。盖狡者可欺一人，可欺百人，安可欺千千万万人？可欺一时，安可欺一世？,66
520,我们总是感觉到，父母对自己的爱表现为一种控制，希望孩子按照自己规定的方式成长。因此，我们常常生出一种逃离原生家庭的冲动。但那样的父母，经常也是在一个缺乏情感交流的家庭长大。腾讯大家作者尼德罗曾谈到，80后90后在指责父母教养方式的同时，也需要意识到，他们以及他们的父母曾经历过一个多么特殊的时代（政治运动频发，集体凌驾于个人）除了塑造他们缺乏自我，竭力趋同的性格之外，也在记忆中留下了许多隐形的创伤。他们继承了上一辈的精神伤痛，也将这种伤痛传递给孩子。这种创伤的传递，是合理的，却不是正确的。我绝对的、坚决的不愿意自己的孩子再去承受这种精神伤痛，因此对于生孩子这种事慎之又慎。回望我们的上一代，反思自己是否能成为合格的父母，不再把我们在这环境之下承受的痛和压抑无形中带给孩子，希望我们的下一代能真正拥有自由而独立的人格，实现他自己所想实现的价值。,74
521,很棒，质量很好，等待和宝贝一起读起来了,99
522,超级有趣的书，不光孩子喜欢看，大人也喜欢看，京东券很给力，一直买买买,85
523,海豚绘本花园的书，本本经典,34
524,很棒的一套书，小朋友很喜欢,85
525,生活离不开京东了，各种活动各种剁手买，快递真是无人能及了而且快递小哥人都超好,70
526,很好的书很划算，以后有活动还会入手的，很开森！,99
527,很好，速度也很快,89
528,一直在京东买东西，物流给力，还便宜很多，继续支持,73
529,好书，专业前沿，正版信赖,56
530,一直在京东购买书籍，非常不错,38
531,很不错的书，送给小朋友，小朋友也非常喜欢，值得推荐。,85
532,哈哈哈哈哈孩子自己选的寒假读物,65
533,书收到了，内容很好，孩子喜欢,72
534,非常好的书，物流很快，给力,27
535,集齐中文版现存全套估计一个礼拜看完6本,4
536,孩子喜欢，小学生必读，价格合适。,72
537,买了好几本，女儿寒假的书解决了，京东快捷又方便，值得信赖。,38
538,买了好几本，女儿寒假的书解决了，京东快捷又方便，值得信赖。,38
539,比哈利波特可能还要好看一点不过稍微更加低龄一些,71
540,还可以哟，很喜欢，很开心，对得起这个价格值得可以评,14
541,还不错,89
542,十分不错，性价比高，下次继续光顾,14
543,包装完好，物流很快，非常满意,63
544,很ok,2
545,很不错……,89
546,此用户未填写评价内容,6
547,！！！！！！！！！！！！！！！！！！！！！！！！！！！,12
548,喜欢，喜欢的书，每本都爱看,4
549,喜欢，喜欢的书，每本都爱看,4
550,很好，一直信赖京东！！！,36
551,很好的书，不错,99
552,质量不错，价格便宜，京东送货很快！,63
553,配图和颜色很美！内容比较深，可能对于一个三岁的孩子来说有点懵懂，但是总会懂得！愿每个孩子都能找到自己的金色！,54
554,京东购物价格实惠物流迅速，服务周到，商品都很好，质量棒棒哒，每一次都能买到称心如意的宝贝，每次都购物无忧，必须全五分好评！,73
555,快递很给力，价格很合适，书的质量很棒，正版，希望多多搞活动哦，服务也不错哦。,27
556,现在买东西基本上都转战京东了，买了大几千的书了，非常棒，都是正版，质量都很好，包装也很给力，几乎都是完好无损的，特别表白京东的快递，快递员态度都很好，速度也特别快，都是第二天就到了，有的还会当日到，以后会继续支持京东,87
557,东西确实都很不错的，已经是长期在这里购物了，省了很多去逛超市的时间，生活上需要的东西基本上在这里都能买到，还有每次的翻牌子活动很诱人，使得我们一次又一次在购买更多的东西，简直停不下来的节奏！哈哈哈哈，很多东西的价格都比实体店便宜一点，现在基本都不去实体超市了，最重要的是快递还能送到家门口，简直堪比顺丰了！不得不给一个大大的赞！以前基本没认真评价过，不知道浪费多少积分了，听说他们评价超过100个字可以送积分，这个福利实在太赞了，太好了。妥妥的每条都来评价一下，赚积分，下次还能抵现金用。已经固定每个月在京东超市和京东生鲜里面来买各种生活用品。产品品质好，又新鲜。自从发现了京东超市后，每个月都在超市买好多东西，有的东西确实对比实体超市是便宜了的，就是质量及价格有时不太稳定，只能看运气,55
558,为什么我喜欢京东购物，因为可以当天买自己喜欢的商品，明天就可以到达客户的家中，为什么我所有的评价都相同，因为在京东买的东西太多太多，商品积累的太多没有评价，最佩服的，还是京东物流，有时晚上11点前动动手指，购买的商品，第二天上午就送到单位或者家里，还可以刷卡付款。自营的商品挺有保证，售后，有问题打专属客服热线。客服很赞，一句话的事儿，直接上门取件退，上门更换新商品，家电有价保，一个月退货，半年换货，实体店儿弱爆了，根本没有竞争力与京东相提并论；比老家的商铺街上的价格省了一大截票子哈，宝宝平时基本不逛街，在家逛京东商城就能买到合意的超值商品，有些明显比超市还划算，而且还一模一样的吃喝生活用品哟，小宝贝们快来选购吧！既省钱，又节省时间！~,55
559,为什么我喜欢京东购物，因为可以当天买自己喜欢的商品，明天就可以到达客户的家中，为什么我所有的评价都相同，因为在京东买的东西太多太多，商品积累的太多没有评价，最佩服的，还是京东物流，有时晚上11点前动动手指，购买的商品，第二天上午就送到单位或者家里，还可以刷卡付款。自营的商品挺有保证，售后，有问题打专属客服热线。客服很赞，一句话的事儿，直接上门取件退，上门更换新商品，家电有价保，一个月退货，半年换货，实体店儿弱爆了，根本没有竞争力与京东相提并论；比老家的商铺街上的价格省了一大截票子哈，宝宝平时基本不逛街，在家逛京东商城就能买到合意的超值商品，有些明显比超市还划算，而且还一模一样的吃喝生活用品哟，小宝贝们快来选购吧！既省钱，又节省时间！,55
560,为什么我喜欢京东购物，因为可以当天买自己喜欢的商品，明天就可以到达客户的家中，为什么我所有的评价都相同，因为在京东买的东西太多太多，商品积累的太多没有评价，最佩服的，还是京东物流，有时晚上11点前动动手指，购买的商品，第二天上午就送到单位或者家里，还可以刷卡付款。自营的商品挺有保证，售后，有问题打专属客服热线。客服很赞，一句话的事儿，直接上门取件退，上门更换新商品，家电有价保，一个月退货，半年换货，实体店儿弱爆了，根本没有竞争力与京东相提并论；比老家的商铺街上的价格省了一大截票子哈，宝宝平时基本不逛街，在家逛京东商城就能买到合意的超值商品，有些明显比超市还划算，而且还一模一样的吃喝生活用品哟，小宝贝们快来选购吧！既省钱，又节省时间！,55
