,Review,Clustering_id
561,为什么我喜欢京东购物，因为可以当天买自己喜欢的商品，明天就可以到达客户的家中，为什么我所有的评价都相同，因为在京东买的东西太多太多，商品积累的太多没有评价，最佩服的，还是京东物流，有时晚上11点前动动手指，购买的商品，第二天上午就送到单位或者家里，还可以刷卡付款。自营的商品挺有保证，售后，有问题打专属客服热线。客服很赞，一句话的事儿，直接上门取件退，上门更换新商品，家电有价保，一个月退货，半年换货，实体店儿弱爆了，根本没有竞争力与京东相提并论；比老家的商铺街上的价格省了一大截票子哈，宝宝平时基本不逛街，在家逛京东商城就能买到合意的超值商品，有些明显比超市还划算，而且还一模一样的吃喝生活用品哟，小宝贝们快来选购吧！既省钱，又节省时间！,55
562,今天刚到的，抢到了京东的神券，一下买了好多，还没来及给孩子读，希望他喜欢。,1
563,不错，一直用京东，一直信赖京东！！！,36
564,东西一般。物流太慢，北京发的货，以为在贵州有仓库！,47
565,纸质不错呢，很喜欢～很可以的。,39
566,书封面有些许灰尘，质量可以，价格实惠，快递速度很满意。,27
567,封面有些许灰尘，质量可以，价格实惠，快递速度很满意。,27
568,收到了，宝贝完好无损，纸张厚实，一定过。一直支持京东，什么都在这里买，基本今天买明天到。狂热支持者！,36
569,汉语：我来打酱油的。英语：I'mgoingtobuysomesoysauce.日语：醤油を买いに来ただけだぜ。韩语：??????.德语：ichgeheSojasossekaufen.法语：jemesuisprendquesaucedesoja.俄语：Япришлазасоевымсоусом.荷兰语：kwamiktoteensojasaus西班牙语：mevinoaunsalsadesoja意大利语：venutasoloacomprarelasalsadisoia.,49
570,非常不错的，七月份印刷的，有上半年的题，希望能考过，加油,11
571,挺不错的，七月份印刷的，有上半年的题，希望能考过,11
572,不错的啊，考点都挺全的，有感觉，买吧！,51
573,还可以，不错哟，哈哈哈哈哈?,17
574,不错的成人书，很涨知识？读了收获很大，京东买书质量有保证，很值得后也买阅读,85
575,此用户未填写评价内容,6
576,很好，在京东给儿子买了还很多书！满意！,38
577,印刷质量好，考点、考题和精讲，便于学习提高，物流速度快，服务态度很好。,30
578,送货快，快递小哥哥服务好，给孩子买的，希望对孩子有帮助。,47
579,很好用，里面的小本子很好用,39
580,不错，以后继续在京东买,0
581,给孩子买了全套资料，这本连包装都没有打开！,80
582,速度快，快递员服务好！东西不错，很满意！,63
583,物流很快。。。。。。,49
584,经常在京东上购物，价格实惠，物流超快，赞一下！,0
585,字迹清晰，纸张质量也不错。,30
586,书很好，快递员很给力，我很满意！,27
587,好书，结束清楚，价格合适！好评,10
588,这本书也可以，学习一下剪力墙,33
589,还是很喜欢的啊。比较详细。买了两本。,64
590,不详细比较模糊,2
591,不错,7
592,一直都喜欢在京东购买东西，生活用品，办公用品，要买什么东西第-想到就是京东!又快又方便!给我们的生活带来太多便利了，打开手机，轻轻动动指头，把想要的东西一搜马上就出来，然后下单支付，在家坐等收货就行!除了下单方便，不管是发货速度和打包质量，还是商品质量，都是无可挑剔，必须32个赞,98
593,我要长高在朋友家看的感觉很好就特意买了一套结果书名主题都很好就是内容真不敢恭维韩国的什么思维逻辑啊真的有点糟糕,65
594,综合基础知识，质量很好，京东做的也很好，赞一个,47
595,宝贝挺好的，物美价廉！值得拥有，接下来就是努力看完……,98
596,非常棒!一打开就非常高兴，内容清楚，设计非常好，彩色，互联网+,99
597,帮别人买的表示很满意,89
598,书不错，很快就到了，快递小哥也很敬业，赞,27
599,京东速度很快，服务很好。质量也很好，还打折。比书店的便宜很多，还送货上门。,27
600,也有不少帮助。…,26
601,很好给女朋友买的内容很全也祝贺她能考上事业单位,16
602,此书要是在书店买就很贵。在京东买就是实惠。还在看。想考事业单位的童鞋们的首先。,76
603,书的质量不错，内容大概翻阅了一下，很精炼，马上就考试了，要抓紧时间开始看啦,11
604,买本书来充实自己。内容很详细。按照步骤来，完全没问题。加油,60
605,感觉书里写的很跳跃，自己做应用的感觉有点跳哦。,22
606,很好，很喜欢，物理很给力！,30
607,挺好的一本书，但是目前cocos已经更新，可以用来学习一些概念性的东西。,44
608,感觉比较精炼，没有废话，可以入手,40
609,专业知识充电准备的，配送很快。,47
610,快递很快包装很好没有损坏正版,32
611,质量不错，就是没包邮,47
612,还没来看呢。。。,59
613,很不错，，。,17
614,非常好，每次都很满意,89
615,NB/T?42091—2016?电化学储能电站用锂离子电池技术规范,90
616,由于文化差异，外国人并不能很好理解中医。,33
617,读者好评插图精致超值特惠畅游必备,10
618,京东618购入的书籍，价格很实惠，一下这买这么多书，都是朋友推荐阅读，看完了再来追评,13
619,书籍本身完好无损，包装精美，物流迅速，卖家态度好，书籍值得一看。,27
620,此用户未填写评价内容,6
621,京东物流一如既往的快速！但是京东的书籍类快递包装还是一如既往的差劲，就只有一个薄薄的塑料袋，所以经常会导致书本封面褶皱，书脊处破损。之前在某宝网买书时还有气泡膜包裹，京东为节省快递成本也不至于以牺牲顾客体验为代价吧？！作为常在京东购物的一份子，还是希望京东的快递包装可以做的更好！and快递小哥的态度很好啊，给个赞！,18
622,听说这个真的很不错，就买了，选了试卷版为了好用好拿，它也是分两册的，一册就是完全仿真模拟试题的样子，一册就是解析，很满意，但是人比较懒还没开始用,11
623,很全面，题目解答有不说，就连贴心的生活建议和利用说明也摆上了～，吼棒棒喔！,78
624,准备考研，希望这些书对考研有帮助。,58
625,很棒，物流很快，书也很好，感觉比某宝还实惠一些，这本书分成三小本，,27
626,书是正版，印刷清晰，卷子和考试的卷子一样，还附带一张答题卡，很规范。解析也很清楚，重点标识分明，看起来很舒服。就是京东快递的包装应该加强一下，什么保护措施都没有，就一本书很容易损坏的。但是还是很满意京东的物流和态度，一如既往的支持。,87
627,"应该有好多人跟我一样犹豫怎么买英语真题材料，我也查了很多相关的舆论，现在拿到手说一下感觉。其实市面上用的最多的也就黄皮书和这款考研真相，别的小众型材料可能也有不错的,但这两本已经可以涵盖不同人群了:黄皮书对于基础好的人很适合，快节奏高效率，但像我这种刚过四级的人来所以选择了偏基础说用黄皮书可能还是有点吃力，的考研真相，高楼起微尘，自己斤数心里有数，我相信巩固好基础绝对没错。所以和我一样基础差点的谦虚点用考研真相吧，不要怕哕嗦麻烦。纸质也不错。",52
628,很精简，很划算的东西。非常满意。,14
629,很多人推荐买的，个人也看了相关内容，不错不错,39
630,很适合前期的复习。很满意,89
631,此用户未填写评价内容,6
632,昨晚才下单，上午就收到书，超赞的物流,27
633,虽然物流慢了点，但是京东的态度还是绝对好的，给个赞,73
634,教师节礼物，非常好，推荐购买。,14
635,这本书真好，完好无损,4
636,教辅书内容丰富，方便学习,62
637,京东物流就是给力，好评,63
638,挺好。,89
639,轻巧便捷的一本词汇书！词汇分类挺好的，看着就很喜欢，记忆起来也感觉轻松快捷了许多。每天的学习任务布置很合理。喜欢。,85
640,包括了2018年的最新真题。内容很新颖全面，每天的学习任务很科学有序，自学起来应对自如，非常不错的书！,19
641,内容讲解细腻，每天任务清晰，学习起来轻松自如。很喜欢这套机工版的周计划，买全了一套！,58
642,封面清新大方，里面内容精湛清晰，周计划详细到每天任务量。非常喜欢这套书！,3
643,内容是最新的，同时这个周计划是很好的，每天学习任务轻松有序，非常喜欢。,22
644,好书，内容多，实用性比较强，纸张也不错！,61
645,包装也是醉了，外包装破损，书上的塑封包也破了！,80
646,书的印刷质量都很棒，让人爱不释手！11??就是购书季，囤好书，慢慢读！,53
647,还不错，打折时候买的……,45
648,不错的，配送速度很快，服务态度很好很好，在京东商城买东西就是爽啊。加油加油加油,36
649,快递小哥服务非常好，满意！,63
650,送货很快，商品很好！喜欢极了！,63
651,京东活动买图书优惠，一下子买了十几本，希望对学习有帮助。京东物流很给力晚上下单，第二天上午就送到家了，赞一个！,87
652,包装很好，书的质量可以，大概翻了几页，图文并茂，讲解也很详尽，期待是自己想要的内容,99
653,还是可以的，深入浅出，比较适合初学者,40
654,这本书对低幼启蒙是很好的，种草了很久，趁着活动下单很划算，送给小宝宝当生日礼物了。人生第一课，从简单的字母、数字认知开始，其实小宝宝学的是像形，久而久之印象加深，是很好的启蒙方法。图文内容简单有趣，能够吸引小宝宝的注意力，又不会觉得太难。,24
655,适合亲子阅读的书，性价比高，活动更给力，京东买书就是划算！送货速度也快！快递态度很好！,38
656,东西很好哦，比超市便宜，一直在京东买，京东送货速度快，服务好，信任京东，还会再次购买的～,73
657,横版的设计很不错，封面好看，孩子喜欢。谱线间距够宽，适合小孩初学，可以就买了一本,72
658,这本货没到，大概拣货的急，多发了同等价位的另外一本，看在发货人员辛苦的份上，就不追究了吧,76
659,因为没有内容介绍，买回来才知道是空白的，只能给孩子以后学音乐时练习写谱用了。,5
660,那个小朋友选音乐用的，线很宽，非常不错，很适合小朋友,75
661,很喜欢京东，每次都买好多东西。书很好，老大老二的书都是京东买的。,22
662,非常好的书呢，适合初学声乐的小盆友学习使用,85
663,这个五线谱本是很晚了，还是很喜欢妈妈爱美，支持京东，相信京东,98
664,家中的多数用品现在已经完全依赖京东了，性价比超高，送货神速，赞,36
665,一本非常满意的书，值得细细读。,77
666,2015年考过一次，工商管理过了线，今天想再报名，拿这本当复习回顾还不错，不过我觉得仅限于复习回顾，如果没看过教材想直接靠这个估计不现实，里面有很多考点解析，但是基础知识不够还是很难去理解的，所以非经济专业人士还是先看教材再来看这书好一些，过的几率大一些，祝大家考试顺利！还有，书里面两色印刷很不错，知识点重点难点都有蓝色标识，比较显眼，这个赞！,44
667,经济学基础知识点真的是包罗万象，晦涩难懂，之前考过一次差了两分，复习过程觉得学习难度较大。这次专门买了这个书来看，书里会先做考情分析，考点概括，之后是考点详解，还有真题解析，觉得很全面，不过这些都是在你熟知教材的基础上进行的，如果想跳过教材直接从这本书里边学习然后想过，我觉得不大可能！所以还是先读教材再来看这个更好些。,15
668,很好，就是18年考试教材，19貌似还没出来。比~便宜太多。支持京东。,51
669,18年的，不过估计也变化不大，经济学已经定型的科学了，教材也变不成啥样。,78
670,不错，不错不错不错不错不错不错,17
671,还不错，纸张质量还好，讲解很细，有划重点。,22
672,终于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！说实在，这是我~购物来让我最满意的一次购物。无论是掌柜的态度还是对物品，我都非常满意的。掌柜态度很专业热情，有问必答，回复也很快，我问了不少问题，他都不觉得烦，都会认真回答我，这点我向掌柜表示由衷的敬意，这样的好掌柜可不多。再说宝贝，正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好！不得不得竖起大拇指。下次需要的时候我还会再来的，到时候麻烦掌柜给个优惠哦！,18
673,这书到底是不是正版！这不是误人子弟嘛！我这基础不好，都发现?上的错误如此明显，刚看了几页就发现问题！第6页的5、6题翻到第22页的题答案，解释一下到底是怎么产生错误的，输入错误？印刷错误？我还指着这书指导进步呢！气的我手抖！,80
674,17年的。。骗人的，能退么？骗人的！17年的。。骗人的，能退么？骗人的！17年的。。骗人的，能退么？骗人的！17年的。。骗人的，能退么？骗人的！,31
675,满减活动购买，超级合算，京东给力，相信京东，一如既往，满意,36
676,好东西，京东品质，价优服务好，值得点赞啊。,0
677,可以,81
678,挺好的，送货很快，点赞,63
679,精品收藏人文阅读学术权威思想沉淀社会文化资深阅历,56
680,5星评价是给京东小哥的，敬业精神超一流!5星评价是给京东小哥的，敬业精神超一流!,36
681,觉得还是很不错的，挺好的呢。,39
682,自己看的书笑着也要读完，心仪已久，书很好，感谢店家,99
683,这个系列终于出了，一读起就放不下来,4
684,刚开始看，有些费脑子呀，慢慢读吧,95
685,这本书在购物车放了很久，老早就听说很多人推荐，趁着这次图书活动一起买了！说句实话不赖！质量很不错！囤书看书！还是喜欢纸质书！kindle吃灰n久！哈哈！,24
686,读高中孩子买的，青少年励志书，书的纸质很好，内容也很精彩，值得一看。京东自营物流快，送货帅哥服务态度一流。,38
687,还没有看，一次性买了很多本，一个个来。,64
688,懒惰是很奇怪的东西，它使你以为那是安逸，是休息，是福气；但实际上它所给你的是无聊，是倦怠，是消沉；它剥夺你对前途的希望，割断你和别人之间的友情，使你心胸日渐狭窄，对人生也越来越怀疑。——罗兰《忙碌与进取》,34
689,挺好的，物流快，包装好,63
690,京东的书不错的，物美价廉，彩色的挺增加阅读的兴趣，推荐购买。纸张质量也很好。屯了好多慢慢看。下次还来,38
691,此用户未填写评价内容,6
692,书的速度很快的，而且书的质量很好的，发过来的时候没有破损，一直在京东上买东西，商品值得信赖，想要的亲可以下单了???,87
693,书很好，没有破损，快递很快,27
694,应该是正版，习惯性好评。,8
695,非常有用的工具书，作为参考资料，可以备一本，看看各地的报告,19
696,不错的神话学研究，值得入手,40
697,挺不错的，京东买东西很方便，好评,0
698,不错，好吃,89
699,在学油画，临摹用的，色彩清晰，很好,39
700,封面不错，里面的印刷暗淡了一些。,8
701,全五星好评！！以下言论不针对本店！京东自营确实没有什么好说的，很好，你是上帝，在那死宝你不是，卖家也不是，上帝是小二。本来上帝是小二也很好，但前提必须是公平公正的。问题是你经常会遇到受贿的上帝和弱智的上帝。京东外驻店让京东来当上帝，有时也会有这样的，虽然态度好点，但是更磨蹭。遇到必有一方是马扁子的情况，我推荐的处理方法：商家在咕咚里和卖家说一句：他们保证发的货是没问题的，马扁子不得好死。（运输途中的问题都不算他的）买家也在咕咚里和他说一句：他们发的货有问题，马扁子不得好死。这样我什么补偿都不要了，这样无论马扁子是谁，马扁子也高兴，马扁成功了，受害者也高兴，心里有个安慰、京东也高兴，圆满处理。,55
702,618活动还是可以的，书都也还好，就是活动火爆送货晚了一天，总体还满意吧！发票忘记写抬头了又不知道下单后怎么修改！,87
703,王臣不算是大众的，但是一直都很喜欢他，基本也算是本本必买了。买他的书已经成为一种习惯。,4
704,快递小哥服务很好！字迹清晰，纸张较好！,30
705,京东活动叠加优惠券收入，价格非常优惠，感谢京东。越来越多东西在京东购买了，赶上活动叠加优惠券价格实惠，物流快，服务态度好，售后好，比其他电商好很多。一开始只是买书，现在家用电器也大部分在这里买了。京东的物流越来越给力了，基本隔日达，包装也很满意，感谢京东！,87
706,送货很快，包装的也不错，一如既往的好评，有需要还会再来的。,63
707,书不错，可以当故事书看,23
708,是我要的书。一单订19本书，多了点，有点担心错漏，收到后核实，没错。只是有些书没有塑封，容易脏，出版社如能先塑封就完美了。信任京东。,38
709,书质量不错，整体不错！,99
710,好小一本。。。。一直对于名人的传记很感兴趣，而且这里面提及的人我都很喜欢，主要是字，图不算太多,76
711,完美非常好厂长的书真的很棒推荐大家购买阅读??????,10
712,苏小红老师的书，很有用(?▽?)！,77
713,很不错的东西，京东体验还是一如既往好。感谢快递小哥！,73
714,这套文物中国史丛书非常不错，相当于坐地观看了好多个历史博物馆，图文并茂，内容详实，脉络清晰，阅读起来轻松易懂，有滋有味。,44
715,書就不多介紹了，師顧堂主人文盲主持搞的大部頭影印，也是他們第一部放在廣西師範社出的影印，嚴格來講已經不算眾籌了，因為預定價只能由出版社說了算（當然這不是衡量眾籌與否的標準），預定750，好像，記不太清了，但是少了因眾籌不夠出版不了的風險，我雖不喜歡但理解，當時我忍住了沒預定。期間出版社也堅稱電商這也不會買比預定價更便宜的，還一度標出不能使用東券，價格也一直堅挺，沒參加此前的多次促銷，孔網上價格也是一千起步。結果……這次雙11的促銷力度實在是大啊！不好意思，有點語無倫次了。可能，多花兩百多能買到六個匣套，並且早拿到半年多，有些人也是能接受的。……說了這麼多，其實我想表達的是，我還是希望師顧堂重回以前的眾籌模式！,52
716,书的质量好、印刷清晰、物流快、商家服务态度好，五星100%好评，我是老顾客了，谢谢商家！,30
717,"商品质量很好，很满意，配送速度快啊，而且配送员态度也非常好。"",""挺好的，非常实用。京东的物流很快哟~希望以后会更快,""多快好省，京东给力，下次还是要选择京东商城，没错，非常满意"",""非常好，一起买的，价格便宜，快递又快，京东商城还是非常的专业和贴心，可以显示快递的位置，随时掌握快递进度，很先进！"",""活动期间买的很实惠，京东自营，值得信赖。"",""便宜好用，值得推荐买买买，同事都说好用。下次继续买买买，哈哈哈…"",""京东物流就是一个字快，昨晚10点多，11点前下的单今天早上就收到，包装得很好。"",""京东购物使我们的生活更便捷了！京东商品丰富，无所不有，自营商品更是价格优惠，童叟无欺。",9
718,甲骨的书，早在3000多年前的殷代后期，当时纸尚未发明，人们就地取材，以龟甲和兽骨为材料，把内容刻在龟甲或兽骨上，这就是甲骨的书。石头的书在古代，石头也用来作书写材料，甚至将整篇作品或整部著作刻于石上。简牍的书简牍是对我国古代遗存下来的写有文字的竹简与木牍的概称。缣帛的书，缣帛是丝织物，轻软平滑，易于着墨，幅的长短宽窄可以根据文字的多少来剪裁，而且可随意折叠或卷起，携带方便，可以弥补简牍。古代写本书在纸发明初期，纸书并未完全取代简牍与缣帛图书，而是三者并用。此外，还有宋至清代的印本图书到现代的电子书。,52
719,书店看上了这本非常好的书，一直想买可惜但是太贵又不打折，回家决定上京东看看，果然是有折扣。毫不犹豫的买下了了，京东速度非常快的，从配货到送货也很具体，快递也非常好，很快收到书了。书的包装真的非常好，没有拆开过，非常新，可以说无论自己阅读家人阅读，收藏还是送人都非常有面子的说，特别精美；各种十分美好虽然看着书本看着相对简单，但也不遑多让，塑封也都很完整封面和封底的设计、绘图都十分好画，让我觉得十分细腻而且具有收藏价值。书的封套非常精致推荐大家购买。打开书本，书装帧精美，纸张很干净，文字排版看起来也非常舒服非常的惊喜，让人看得欲罢不能，每每捧起这本书的时候似乎能够感觉到作者毫无保留的把作品呈现在我面前。,24
720,品相很好快递很好满减购入比较划算,32
721,这套书本完全超出了我的预期，它的绘画非常的精美一看就是大师之作不是简笔画哦！像油画般细腻，色彩搭配的非常柔和。比那些粗制滥造的儿童图书好太多太多。嗯，纸质不错没有什么异味，女儿很喜欢，然后呢十三岁的儿子也对这套书爱不释手。这套书对孩子提高绘画兴趣也有很大帮助呢！有图为证。另外，他的内容非常的丰富一共有70本小册子分别介绍了动物和食物知识点非常简要易懂。既是美学启蒙书又是一本知识百科全书。喜欢的亲不要犹豫啦！我也是对比了多家才选了这家真的没有选错。,24
722,本书第一版曾获得郭沫若史学奖和首届政府图书奖，时隔6年做增订版。全书六万余词条，是已通行半个多世纪的《古今地名大辞典》的两倍以上，字数也为其三倍以上。由*******历史研究所史地研究室主持编纂，著名史地学泰斗谭其骧先生任顾问，全国有关单位大力协作，历时二十余年，八易其稿而成。本书注意吸收最新研究成果，反映*新水平，纠正了以往同类工具书中的许多错讹，无论规模和质量，都达到当代之最。就是价格过于昂贵。,25
723,此用户未填写评价内容,6
724,书还没看，包装挺好，一次性买了好多本，准备慢慢带回家给孩子看。,1
725,搞活动时候买的，质量如何有待时间验证，但是包装水平有必要改善。,70
726,商品满意,82
727,一直在这里买买买，特别特别好，推荐大家继续买，活动合适，物美价廉,36
728,非常喜欢，很好。愉快的购物体验。感谢！,14
729,比书店便宜。,45
730,孩子喜欢看的,21
731,怎么没有开发票？,80
732,非常满意,89
733,学习看看，挂图还可以希望有帮助,26
734,不错不错，学校让买的，就顺便买了一堆，希望对孩子有所帮助，质量也都挺好的，没有什么味道！,47
735,我是我们村第一个网购人，这里大部分人都是不网购的，他们买东西价格一般不会超过两块，听说我在京东买东西整个村子都震惊了，村长跑到我家对我爸说你是不是疯了？媳妇跟我闹离婚这日子没法过啦，面对重重压力下我依然坚持要买，我相信这个月的工资不会白花，终于快递到了，我怀着激动的心情颤抖着双手打开包裹，啊！！！我惊呆了，这颜色，这手感，这质量，只恨我读书少无法用华丽的词语来形容它，我举着它骄傲的站在村口，整个村都沸腾啦，更有人喊如果不给他们看，他们就要跳井，吓的我赶紧收起宝贝立刻前往海拔100米的村长家使用，用完后在全村人羡慕的眼光中昂首挺胸扬长而去，村长老婆送我出去还多看了我几眼,93
736,不错，孩子非常喜欢，可读性好,23
737,老师介绍书籍，注音版，小孩一年级易读，碰上618活动购买一大批书，价格实惠，送货及时，一如既往支持点赞京东,87
738,不同的出版社相同的内容买了两本都是小故事不错所以不退了打算送给朋友的孩子,65
739,一直在京东上买东西，东西不错，挺好的，质量也挺好，用的时候很方便，很快！京东，值得信赖！,36
740,真正的正版图书，孩子很喜欢看，书中的好词好句都有明确备注，很容易记住。,72
741,宝贝相当不错哦，非常满意给满分！告诉大家的。。。。质量非常好，与卖家描述的完全一致，非常满意卖家的服务太棒了，考虑非常周到，完全超出期望值卖家发货速度非常快，包装非常仔细、严实物流公司服务态度很好，运送速度很快,73
742,买回来小孩子一直就在看，他很喜欢，注音版适合一年级的看看,5
743,618买的，包装严实，是正版的，经济实惠。明年继续抢神券买买买……,98
744,京东发货很快！非常满意！,63
745,物流很快…性价比很高…,35
746,送货快，非常方便下次再买,14
747,刚刚给vvvvvvvvv,59
748,孩子很喜欢，就买了质量很好，是正版值得购买,32
749,孩子很喜欢,75
750,孩子很喜欢,75
751,满意,82
752,物美价廉，送货上门，好评。,45
753,很好，质量好，速度快。满意。,63
754,幸好买得快，断货了，等金爱烂得诺贝尔奖我就发了。不可能，那会儿这本书都怕不见了。,4
755,京东就是快很喜欢书,39
756,京东物流速度很快，书的质量上乘，价格实在是优惠。京东靠谱。,38
757,还没看aaaaaaaaa,59
758,很赞哟，多多关注哟.,17
759,挺好的,89
760,很好,2
761,不好看，内容太差,21
762,京东1111搞活动正好刚需买买买非常划算了一直在京东买书搞活动的时候非常值。。,13
763,京东1111搞活动正好刚需买买买非常划算了一直在京东买书搞活动的时候非常值。。,13
764,京东1111搞活动正好刚需买买买非常划算了一直在京东买书搞活动的时候非常值。。,13
765,东西收到了，物流很快，赞一个。包装很到位，非常满意。书很好，包装很精美，唯一没中不足的就是太薄了，下次买书我会好好看一看的，这次购物非常满意，很高兴，下次买东西还会上京东的,87
766,看了一些日子了，这本书的内容还是比较全面的，从python到金融知识都有涉及，适合入门的人看吧。挺厚一本，希望看完有所收获，给个好评！,44
767,塑封拆开封面很多划痕，这是为什么呢？大致浏览了一下，内容不错，覆盖全面，好好学会有收获。,11
768,品质不错，价格实惠，包装完好无损，京东物流速度超快，购物体验舒畅。,0
769,上个月刚出的新版图书，印刷质量很好。500多页厚厚一本，Python基础知识统计学知识占一半。略微不足,76
770,确实是精解，从历史的角度解读淮南子，说出了普通人不能注意的地方，作者有自己的观点和看法。比如刘安怎么死的，比如刘安怎么成仙的，还有神话故事那一段，很深入。这本书不同于一般的注译，与众不同，雅俗共赏。,44
771,中午定的傍晚就到，而且京东快递员服务很好又细心,47
772,质量很好内容经典，非常满意。,27
773,孩子学校要求看的。书的质量不错，字迹清楚，是正版,72
774,是一本好书，读后感触颇深。,77
775,这一套书其实还不错的，就是没有拼音，一年期，看的话就学不了拼音，但是这个是课外阅读，我们这里建议买这套书的，好几套，我都是按照参考目录买的，我们这里是广东西部沿海的茂名。欢迎大家来做客！,54
776,彩色，有拼音，适合一年级的小朋友阅读，到手后，小朋友可开心了，这几天都读完了。,72
777,一边听音频一边看，孩子很喜欢，法国人的漫画也很浪,75
778,购物这么多年，最恶心的一次，请大家擦亮眼睛，你们出这种书，简直是对原作者的极大侮辱，盗版也就罢了，结果还再里面乱改，无良商家,80
779,趁打折屯了不少，十四只老鼠画风很美，故事简单但是很温馨，宝宝很热衷于去封面找老鼠认老鼠，科学绘本字很多，很全，三岁宝宝看略早，宝宝现在只喜欢看医生系列,65
780,全新的很好,2
781,印刷很好，质量不错，很喜欢,30
782,满减活动买的，折上折，优惠力度蛮大的，比实体书店便宜多了。,13
783,不错，书的质量很好，推荐给大家,99
784,书的质量不错，内容也还行，慢慢学习吧，希望能用得着，也继续支持，北京大学出版社,40
785,专业书籍，特别好用，值得购买,61
786,挺好的，一次不错的购物体验，希望京东能在物流、发票等方面做得更好。,73
787,不错内容充实质量好就是好贵啊要是有电子书就好了,99
788,书的内容很使用，印刷质量也挺好，不错。,99
789,拼单买的，还可以吧！物美价廉！,45
790,宝贝收到，京东自营图书，一如继往的信任支持。赞！,38
791,很好的书，搞活动购入，经济实惠，可惜不是一版一印。,99
792,可以，活动价买的确实便宜，很实惠。。。,45
793,几年前出过大精，这次上美又出平装阅读本，觉得这套书出平装最好。经济实惠又不贵。,76
794,好，名家绘制，故事性强，值得拥有。,62
795,很好的开本，快递给力,21
796,非常精美。非常满意！好书！新书。相当优秀。价格便宜。没过度包装,99
797,没买大小精的，这次阅读本绝对是个不错的选择！,76
798,很好，凑单用的。上美正版，画的太一般。,8
799,还可以，送货及时！！！！！！，，，，，，。。。。。。！！！！！！？？？？？？。。。。。。，，，，，，,49
800,老师推荐购买的，对孩子学习应该有帮助，但书套有小破损，不影响使用，就不申请售后。,8
801,京东送货速度天下第一，自从用了京东就没停止过剁手，支持京东啊，书还是不错的，正版，抓紧看书吧,10
802,京东送货速度天下第一，自从用了京东就没停止过剁手，支持京东啊，书还是不错的，正版，抓紧看书吧,10
803,学校老师推荐买的。很好的一套书。一面英文，一面中文。方便阅读。学校老师推荐买的。很好的一套书。一面英文，一面中文。方便阅读。学校老师推荐买的。很好的一套书。一面英文，一面中文。方便阅读。,11
804,孩子很喜欢，一本一个小故事，看故事的同时还能学习知识很赞,23
805,孩子很喜欢，一本一个小故事，看故事的同时还能学习知识很赞,23
806,孩子很喜欢，一本一个小故事，看故事的同时还能学习知识很赞,23
807,孩子很喜欢，一本一个小故事，看故事的同时还能学习知识很赞,23
808,孩子很喜欢，一本一个小故事，看故事的同时还能学习知识很赞,23
809,孩子很喜欢，一本一个小故事，看故事的同时还能学习知识很赞,23
810,书本质量很好，孩子很喜欢。孩子用着舒心，妈妈买着放心。,72
811,这期内容很丰富，与教室专业成长有关,62
812,发货很快，印刷也好，方老师的著作，正在学习中,30
813,一本悬念重重，令人倍感意外的书，故事紧贴时代想象。几乎一口气读完了，消遣的好书，值得推荐。,77
814,还没拆封，质感不错的书！,99
815,好书收藏一下！,56
816,素有“小丁飞刀”之誉的丁学松是清淞医院神经外科的中流砥柱，拥有极为敏锐的洞察力与超一流的技术。然而，女友托付给他的一个病人却改变了丁学松的命运——那本是极为简单的一台手术，不想丁学松在动刀之时竟意外昏迷，等到他醒过神来时，丁学松发现自己已将病人的部分脑组织切除，导致对方直接死亡。,97
817,物流快第二天到了，这本还可以吧，一直喜欢悬疑推理类的书,27
818,在朋友那儿读了几十页，情节挺吸引，果断买了一本。记忆会改变一个人性格，想到了电影《蝴蝶效应》。有时候人的痛苦来自于记性太好，所以电影《金鸡》里有吃药删去记忆的情节。,57
819,很棒，很喜欢，没有破损,32
820,喜欢亢霖老师的书,21
821,帮领导下的单，领导说要看这本书。,78
