Review,Sentiment_analysis,Confidence
宣传的书本厚度严重缩水!!,Negative,0.9995552897453308
很好！孩子喜欢！大赞一个,Positive,0.999987006187439
很好,Positive,0.9841501116752625
首先，快递师傅的工作热情和态度很好，其次东西包装完好。先给好评。不错。,Positive,0.9999080896377563
一本字典大小，买来当作参考书用，喜欢。随时查。有些东西书店买不到，网上可以买到。希望自己能用的着。工作路还长，一切希望能走的更远，更好。2017，加油。,Positive,0.999976634979248
方便携带，平时翻翻，随时学习。,Positive,0.9999679327011108
不错，书店找不到，还是网店方便，好好学习天天向上,Positive,0.9823681712150574
很好啊，质量很好，上班几年了，有空时多学习一下！,Positive,0.9998800754547119
封皮颜色看起来怪怪的，喜欢原有的第七版的设计,Positive,0.9998088479042053
像字典那么大，内容比较全面。,Positive,0.9999548196792603
剛收到，小哥送貨快，挺滿意的，,Positive,0.9999548196792603
物流很快，正品行货，满意！,Positive,0.9994494318962097
京东物流太速度了，买这本书就是因为小，带着方便,Positive,0.999932050704956
打包一看封面掉漆，沾贴不正，象不是正规厂家出版的，内容有待确认。,Negative,0.9998308420181274
双11在京东给宝宝买了太多的书，满减过后的价格非常美丽，印刷的质量也很好，小家伙现在每晚都要一个故事才肯乖乖睡觉。,Positive,0.9999529123306274
东西好的没话说，下次还买，一如既往的支持东西好的没话说，下次还买，一如既往的支持东西好的没话说，下次还买，一如既往的支持,Positive,0.9999806880950928
给娃囤的，6个月娃只会啃，没有什么耐心听故事，长牙阶段太闹腾。,Negative,0.999968409538269
内容经典，娃爱不释手，要讲好多遍，活动期购买超级划算,Positive,0.9999818801879883
京东活动真多啊，又买了好多好多，绘本不嫌多。,Positive,0.9996058344841003
金羽毛这系列书都不错，适合大一点的小朋友，先买来收藏着，搞活动买也十分优惠，包装的很好！,Positive,0.9859516620635986
jd的书一两个月就要购入很多本绘本选择很多,Positive,0.9954084753990173
给小孩买的陪着小孩一起阅读希望他也爱上读书,Positive,0.9999734163284302
还不错吧，值得购买。。。。。。。。。,Positive,0.9982342720031738
商品符合预期，京东物流给力。,Positive,0.9999774694442749
好书替象棋大师买的信任京东就是快,Positive,0.999987006187439
很不错适合孩子上小学前放假使用,Positive,0.9996484518051147
非常好，很适合用，下次再来，很有建设性，希望大卖？,Positive,0.9999794960021973
一直在京东买东西的，很不错,Positive,0.9999799728393555
京东速度就是快，小朋友可以练起来了。,Positive,0.999987006187439
挺好的书，很多人建议这本书呦,Positive,0.9965137839317322
小朋友很喜欢,Positive,0.9999297857284546
推荐好书,Positive,0.985577404499054
不错,Positive,0.8966488242149353
书不错，值得一看。,Positive,0.9633516669273376
618活动全场200-100，还是挺划算的，帮同事买的书。,Positive,0.9999500513076782
此用户未填写评价内容,Negative,0.9995953440666199
"一本好书。宝贝已经收到了，真的是物有所值非常的满意。卖家的服务态度很好发货速度也很快，包裹的严严实实没有任何破损。快递小哥送货速度快，总体来说是一次愉快的购物呀，下次有需要还会再来买买买！与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。",Positive,0.9999139308929443
塑封包装，商品完好。看纸质印刷，应该是正版。内容实用，值得购买。,Positive,0.9969141483306885
这本书涉及实体建模、线性精力分析、接触分析、弹塑性分析、热应力分析、多体分析、动态分析等，既适合ABAQUS初学者和中级用户，也为ABAQUS高级用户提供了有用的参考,Positive,0.9998934268951416
没有光盘和数据文件，可操作性不好,Negative,0.9998772144317627
作者通过自己的劳动，让我们这些初入门的软件用户可以更方便直接的了解和掌握abaqus的详细设置，争取把全套集齐～,Positive,0.9995962977409363
有参考价值。翻译的比较生硬。,Positive,0.9981777667999268
不错呢，有光盘供学习的。,Positive,0.9999052286148071
东西还不错，唯一的遗憾不是彩印的！双十二物流有点慢，可以理解。,Positive,0.9997703433036804
我每个月林林总总要买很多东西，如果逐一评价我会很崩溃，所以特别制作一下模版，当你看到这段话的时候，说明我对此产品很是满意，后来者可以放心大胆的购买，当然我并非一个不负责任的买家，如果产品不好，我也会花一番功夫来好好评论番的！,Positive,0.9999819993972778
"宝贝已经收到了，真的是物有所值非常的满意。卖家的服务态度很好发货速度也很快，包裹的严严实实没有任何破损。快递小哥送货速度快，总体来说是一次愉快的购物呀，下次有需要还会再来买买买！与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。",Positive,0.9999656677246094
在听钟老师烦闷的时候用段老师激情的声音解解闷还是可以的,Positive,0.9999698400497437
单位集体下单购买，100多本书，第二天就到了，没有错误，很好很方便,Positive,0.9995310306549072
单位集体下单购买，100多本书，第二天就到了，没有错误，很好很方便,Positive,0.9995310306549072
单位集体下单购买，100多本书，第二天就到了，没有错误，很好很方便,Positive,0.9995310306549072
单位集体下单购买，100多本书，第二天就到了，没有错误，很好很方便,Positive,0.9995310306549072
相信高甲，希望物有所值吧，包装都快散架了，快递速度还行，西安仓发出的，不过同一单下的，北京来的快递比书还快一天，但是比普通快递快多了，辛苦快递员了,Positive,0.9679701924324036
京东服务好，购物方便，书正在用着，很好实用，满意。,Positive,0.9955077171325684
京东服务好，购物方便，书正在用着，很好实用，满意。,Positive,0.9955077171325684
真的很有用，不仅是司法考试，对公务员考试也很有帮助,Positive,0.9997410178184509
真题解析。。。不知道哪个刑诉老师解析最好，希望物有所值吧，包装都快散架了，盒子都破了，快递速度还行，西安仓发出的，不过同一单下的，北京来的快递比书还快一天，但是比普通快递快多了，辛苦快递员了,Negative,0.8404772281646729
特别好，很详细，推荐购买！,Positive,0.9999216794967651
16年1版1印，书就是个噱头，跟李大师估计没啥关系，所谓的6666套限量就是个玩笑。节选本没啥意思，还是买中华书局的全本研读吧。,Negative,0.9999419450759888
书很好，价格也实惠，而且选材独特，与一般选本并不重合。购书只选京东,Positive,0.9998258948326111
正版图书，折扣价格合理。,Positive,0.9999648332595825
还可以。发货很快。好评,Positive,0.9820886254310608
东西很好，十分的喜欢,Positive,0.9998689889907837
配送还可以，书质量好，大概翻了下，是自己想要的!,Positive,0.7819175720214844
商品质量好，正品保障，配送特别快，服务态度也很好！,Positive,0.9999772310256958
不错，看起来是正版，满意,Positive,0.9997583031654358
不必要买的书，与李敖木有关系好不好,Negative,0.9999650716781616
剛剛開始看，但是看著還不錯，慢慢閱讀，期待更好,Positive,0.9999845027923584
暑期图书各种活动，捡大便宜了！？京东搞活动开心伤钱包啊！！！,Positive,0.9999362230300903
总是要买的，京东是个理想选择！,Positive,0.9999769926071167
红红火火恍恍惚惚呵呵哈哈哈,Positive,0.9999798536300659
质优价廉，非常满意，好评,Positive,0.9991735816001892
不错，质量好，非常满意,Positive,0.9079890251159668
一直喜欢有视频的书,Positive,0.9997759461402893
提前为新学期做好准备，假期可以自学一下，印刷质量和内容都不错。,Positive,0.9963800311088562
非常满意,Positive,0.9898847341537476
不错不错，书挺好的啊！！！,Positive,0.7458703517913818
看着包装就不错，物流更是一如既往的好!,Positive,0.9999655485153198
印刷纸张都很满意，希望宝宝能喜欢,Positive,0.9996817111968994
非常感谢京东商城给予的优质的服务，从仓储管理、物流配送等各方面都是做的非常好的。送货及时，配送员也非常的热情，有时候不方便收件的时候，也安排时间另行配送。同时京东商城在售后管理上也非常好的，以解客户忧患，排除万难。给予我们非常好的购物体验。,Positive,0.9999768733978271
可能是比较抢手的书，需要从外地调，所以快递慢了一点。,Positive,0.9834935665130615
太贵了，我还以为典藏版是精装的，结果不是，那为什么叫典藏版呢？平装的，定价太可怕了,Negative,0.9801458716392517
在京东买了很多书，囤起来慢慢读。,Positive,0.9999819993972778
还可以，还可以，还可以！,Positive,0.9966214895248413
不错的东西啊,Positive,0.9927430152893066
书不是全本，节选的人物传记。阅读没有障碍，排版可以，纸张一般。总体评价四星半，给个五星。,Positive,0.9999501705169678
让孩子复习用的，比书店便宜，主要是，物流给力，快递快递员服务好。,Positive,0.9999645948410034
让孩子复习用的，比书店便宜，主要是，物流给力，快递快递员服务好。,Positive,0.9999645948410034
不错，备课用，案例挺长的，全是比较新鲜，晒个目录,Positive,0.9999791383743286
呃，还是一样的套路，建议买教学案例那本,Positive,0.5902299284934998
书编写很好，方便查询，还包括大事记，开阔视野,Positive,0.9992489218711853
第一次上《思想道德修养与法律基础》课，买回来参考一下，内容很有启发，不错的一本参考书。只不过平台让报税号，开得还是老式发票，这下报销困难了，希望尽快改进。,Positive,0.9930607080459595
书的质感不错，配套使用，京东自营送货就是快，每次着急用什么第一时间就选择京东自营，从未失望！,Positive,0.9999837875366211
书非常不错，东西多又好玩，一切都不错。,Positive,0.9996088147163391
备课用，案例较新，有参考价值。,Positive,0.999958872795105
书很好非常有用，可以好好备课用了！,Positive,0.9986861348152161
买来备课用，案例还挺新挺实用的。,Positive,0.9999512434005737
给讲的课程不一样,Negative,0.9999492168426514
此用户未填写评价内容,Negative,0.9995953440666199
好的,Positive,0.9758594632148743
初中要求的必读书，希望阅读给孩子带来知识和快乐。,Positive,0.9999793767929077
孩子非常喜欢看三毛。信任京东。目前家里的所有用品几乎都在京东购买，物流还有质量保证，以及售后都是我选择的原因。本来药品是最谨慎的，但是信任京东，相信京东也希望一直将正品坚持到底，严格把关，这是长久发展之关键。加油，京东！！！,Positive,0.9999842643737793
先买了一本《三毛流浪记》，孩子看得很好，我也跟着重温儿时快乐。他发现封底还有这四本的介绍，想买来看，支持，立刻下单。哈，京东飞速送达，孩子开心极了。,Positive,0.9999693632125854
书是好书，要是能再便宜点就好了，一直在京东买东西，质量有保障，物流快，最重要的是售后好。,Positive,0.9999749660491943
一套棒棒哒??????????,Positive,0.9999802112579346
孩子们特别喜欢的一套书。百看不厌，值得推荐,Positive,0.9999821186065674
每年京东618活动都是那么的给力，尤其是购买图书绘本，买满400实际付款100超超超值!!!无论是老大的拼音故事书，DK系列，还是老二钟爱的各种绘本，不乘机多屯一些都说不过去,Positive,0.9999831914901733
此用户未填写评价内容,Negative,0.9995953440666199
都在京东购书，发货速度，隔天就到，书都是正版，质量很好，内容很丰富，小孩子很喜欢看，好评。,Positive,0.9883580803871155
书质量非常好，非常喜欢，性价比超高，非常满意，儿子非常喜欢看三毛，买了一本又一本，一不小心整套都买齐了，非常满意书的插图都是彩色的，非常棒，比看动画片强大多了，非常满意，非常喜欢的小人书，非常满意性价比，非常喜欢非常好看！！！,Positive,0.9999240636825562
家里的小朋友刚读完一年级，三毛这本书上有拼音，孩子基本都能读懂的！很适合这个年纪的小朋友阅读，强力推荐这本书，孩子非常喜欢！,Positive,0.9998747110366821
预习用非常好，群里推荐的。,Positive,0.9999732971191406
非常不错的图书，值得购买,Positive,0.7550514936447144
买了1-84，又得一本一本的收了。,Positive,0.9988136291503906
从小看到大~超级喜欢柯南~质量不错，满100减50买的，划算.............,Positive,0.9999587535858154
有包装的精致一些，单独买就不敢恭维了,Negative,0.9286474585533142
这是一定一定要买的，不用说，另外整个快递和装帧还是很棒的，虽然图书节，但是物流依旧那么快，赞一个,Positive,0.9999799728393555
质量一般般，随便看看还是可以滴，收藏留算了,Positive,0.9998642206192017
之前买了一箱子，到84，现在凑到了90，粉开心,Positive,0.999988317489624
超级满意，之前在某宝补了空缺的，这次无意间看到了京东有活动，立马补齐后面的！很满意！过塑包装！棒棒哒！,Positive,0.9999880790710449
书还可以，然后一直很喜欢柯南，没想到京东上也有卖的真的很方便,Positive,0.9997387528419495
书依然很好，包装依然只用塑料袋装…,Positive,0.997342050075531
"很不错,喜欢boxset,现在工作忙了,经常忘了一本一本买,这样超级方便`",Positive,0.9999113082885742
昨天下单书本已收到，物有所值,Positive,0.9996871948242188
很不错的书。,Positive,0.9130262136459351
一直信赖京东自营店。,Positive,0.9999821186065674
一直信赖京东自营店。,Positive,0.9999821186065674
正版货，字迹很清楚，京东好棒！,Positive,0.9999834299087524
帮朋友买的，速度很快，赞一个！,Positive,0.9999723434448242
不错！赞一个！小孩很喜欢！再赞一个！下次还买它！,Positive,0.9999774694442749
不错，书本责量蛮好的，无气味，物有所值,Positive,0.999923825263977
非常好，京东快递就是棒！全部5星！,Positive,0.9999842643737793
挺好的，就是包装上有一些损坏,Positive,0.9997883439064026
评价订单,Positive,0.8088163733482361
针对新课标的辅导书籍，出版得非常及时！,Positive,0.9999054670333862
还好的，小孩比较喜欢。好评。,Positive,0.9999476671218872
"东西很好,喜欢因为本仙女很懒,不想每一件商品都一样一样地去写好评,所以特意写了****评论。但是这件商品无论是质量、材质还是款式,肯定都是本仙女所中意的,最后当然不可能忘了给这件商品一个好评,给宝宝们一个购物参考,这个产品还是非常值得购买的!",Positive,0.9999195337295532
一诺千金，读音yínuòqiānjīn。是汉语成语，意思是指许下的一个诺言有千金的价值。比喻说话算数，极有信用。也叫千金一诺。出自《史记·季布栾布列传》。,Positive,0.998992383480072
书的质量很好不错哦，值得大家购买！很适合男孩子看的哦！很棒！！孩子很喜欢，加油！,Negative,0.9655080437660217
京东的书真的是很不错书到的速度非常的快不说。书的包装我很满意，最主要的就是书的质量。没有任何的破损,Positive,0.9999567270278931
书本质量很好，孩子特别喜欢看，可以说爱不释手，天天让我给读，以后会经常光顾！,Positive,0.9998694658279419
一般吧，都是老叶，对得起这个价格，建议买高一档的,Positive,0.9746987223625183
吃喝用，现在都来京东！为消费者把关，值得我们信赖！,Positive,0.9999815225601196
男孩喜欢，给朋友孩子买的。99元10本，又用20券。79元10本,Positive,0.9999358654022217
京东的活动，99元十本，买来送给孩子陪他度过假期时光！！！,Positive,0.9999810457229614
好评，速度很快。书包装的也比较好，收货后中没有发现褶皱。,Positive,0.9970037341117859
给小孩买的！还可以！,Positive,0.9999815225601196
拿到手几天了，工作有点忙。。还没看,Positive,0.9995476603507996
还不错，看看再说吧,Positive,0.8973078727722168
有点小用处，没事看看呗。,Positive,0.9836632013320923
这套书的印刷，印作的选择都不甚够精细，前言尚可读。这个价钱确实是太贵了！不相匹配！,Negative,0.9999567270278931
买了一堆书，暑假慢慢看，打对折很便宜！,Positive,0.9999809265136719
VeryGood～,Negative,0.9988840222358704
"非常感谢京东商城给予的优质的服务，从仓储管理、物流配送等各方面都是做的非常好的。送货及时，配送员也非常的热情，有时候不方便收件的时候，也安排时间另行配送。同时京东商城在售后管理上也非常好的，以解客户忧患，排除万难。给予我们非常好的购物体验。ThankyouverymuchfortheexcellentserviceprovidedbyJingdongmall,anditisverygoodtodoinwarehousemanagement,logistics,distributionandsoon.Deliveryinatimelymanner,distributionstaffisalsoveryenthusiastic,andsometimesinconvenienttoreceivethetime,butalsoarrangedfortimetobedelivered.AtthesametimeinthemallmanagementJingdongcustThankyouverymuchfortheexcellentserviceprovidedbyJingdongmall,anditisverygoodtodoinwarehousemanagement,logistics,distributionandsoon.Deliveryinatimelymanner,distributionstaffisalsoveryenthusiastic,andsometimesinconvenienttoreceivethetime,butalsoarrangedfortimetobedelivered.AtthesametimeinthemallmanagementJingdongcust",Positive,0.9999833106994629
挺好玩的一本小书，凑单买的，只是闲来无事翻翻，原先以为图会比较多，但是实际也没有多少图，早知道就买电子书啦。我是100-50买的，原价的话性价比就低了。,Negative,0.9947420358657837
内容很轻松，很好?,Negative,0.9978733062744141
在app上看到好多装修的朋友都会用到这里讲的东西、很多人推荐这本书、不想在网上看、还是买来纸板的有质感、插画风格独特、很喜欢这个风格、看了不会腻,Positive,0.9999858140945435
不错！真心喜欢这本书，收纳真的是个大问题，这本书更适合已经买房子的家庭，不过一些小收纳知识可以活学活用！而且是有插话的，看着也不烦闷，特别易懂！,Positive,0.9996175765991211
书封挺好看的里面就有点简单了都是图内容基本上都是公众号的内容,Negative,0.9999474287033081
很好玩的一本书，轻松做家务。谢谢京东送货师傅的优质服务。,Positive,0.9999363422393799
"非常感谢京东商城给予的优质的服务，从仓储管理、物流配送等各方面都是做的非常好的。送货及时，配送员也非常的热情，有时候不方便收件的时候，也安排时间另行配送。同时京东商城在售后管理上也非常好的，以解客户忧患，排除万难。给予我们非常好的购物体验。ThankyouverymuchfortheexcellentserviceprovidedbyJingdongmall,anditisverygoodtodoinwarehousemanagement,logistics,distributionandsoon.Deliveryinatimelymanner,distributionstaffisalsoveryenthusiastic,andsometimesinconvenienttoreceivethetime,butalsoarrangedfortimetobedelivered.AtthesametimeinthemallmanagementJingdongcustomerserviceisalsoverygood,tosolvecustomersuffering,overcomealldifficulties.Giveusaverygoodshoppingexperience.！",Positive,0.9999822378158569
产品质量不错，赶到搞活动的时候买的，优惠力度比较大，价格挺便宜的，值得推荐。,Positive,0.9999567270278931
没想到双11期间，快递竟然隔天就能收到了。很喜欢这本书，赠送的是真彩的钢笔，一看牌子就觉得质量肯定有所保证，字体、内容都不错！,Positive,0.9999772310256958
本书主要围绕LNG液化工艺及储运工艺中所涉及的主要低温装备，研究开发LNG工艺流程中主要过程控制装备的设计计算技术。,Positive,0.9977555871009827
包装的很好，京东质量值得信赖，一直在京东买东西，放心，而且京东快递只有一个字“块”，嘿嘿！,Positive,0.9999731779098511
图纸很多，表格挺多，参数挺多，质量也可以。,Positive,0.9994221925735474
京东的书还不错，这个是从外地调的，时间也不长！,Negative,0.9944832921028137
看上这款宝贝已经很久了，终于到手了，挑来挑去挑了这家，事实证明我的眼光还是很好的哟，没有让我失望，做工和质量都很好，发货快，物流快,Positive,0.9991315007209778
书收到了，没有什么破损的地方。本人在机械厂上班，天天开50、80的摇臂钻，这几天看了快一半了，有一定的参考价值。,Positive,0.9740090370178223
此用户未填写评价内容,Negative,0.9995953440666199
书是正品，但是不是我想要的！我想要的是钳工实用技术手册，结果下单是装配钳工??,Negative,0.9999010562896729
粗看了一遍，很多内容都是不错的复习内容，毕业几年忘的差不多了,Positive,0.9999854564666748
正版书籍，京东自营就是可信，时不时就有优惠活动，极度好评哦！,Positive,0.9999806880950928
书应该是正版的，纸质量不错，公司职工书屋添置的书籍，希望员工可以多多借阅，发挥书籍的正能量。,Positive,0.9950214624404907
好,Positive,0.8005090355873108
好,Positive,0.8005090355873108
还可以一直京东买杂志方便,Positive,0.9998294115066528
一直京东买杂志还可以方便,Positive,0.9989411234855652
好，很好，给孩子加深记忆，有利于学习。值得购买！,Positive,0.9992148876190186
看起来不错，跟着教材循序渐近，希望对孩子有帮助。,Positive,0.9999520778656006
"非常好的一本书,每学期都买,孩子很喜欢",Positive,0.9994831085205078
实用的工具书，孩子开学必备！！！,Positive,0.9999836683273315
物美价廉，满足使用的要求,Positive,0.9981980919837952
质量可以，不过买错版本了。,Positive,0.979951024055481
不错,Positive,0.8966488242149353
2本半是标准规范，卖得贵了，不厚道。,Negative,0.9998658895492554
东西非常好，质量正品，相信京东从来没有失望过，快递不用说很给力，比在实体店买的实惠，比在其他地方买的放心而且速度还很快，太棒了相信京东给力极了！,Positive,0.9999085664749146
京东半价买的，很不错，就是编教材的差劲，多一半都是规范，规范还不给条文说明，考试的时候还得带规范原本过去，编委太缺德了！图里面有体现标准规范的厚度。感觉是凑数的，还不如都去掉，书价格便宜点。,Positive,0.9958645105361938
备考吧，现在难度应该增加了吧,Positive,0.999769389629364
书有几页破损，纸张有点薄,Negative,0.9997833371162415
书很厚实，很重，还没看,Positive,0.9998891353607178
准备考吧，老了看这么多书累。,Positive,0.998422384262085
书不错，价格尤其好。囤货囤货，还没有过基础考试呢,Positive,0.9999344348907471
东西非常好，质量正品，相信京东从来没有失望过，快递不用说很给力，比在实体店买的实惠，比在其他地方买的放心而且速度还很快，太棒了相信京东给力极了！,Positive,0.9999085664749146
正版书籍，印刷质量不错，用了优惠券，聊胜于无，只是单本用塑料袋包装，边角有点磕坏,Positive,0.9999181032180786
非常不错的书，物流也很快，赞一个?,Positive,0.9994463324546814
还为了绿军烦恼痛苦人可怜我是继续不悱不发内容可类固醇呢呢呢快点解放解放你的康多贾尼福克斯老挝日常居家减肥呢人呢,Positive,0.9927204847335815
信赖京东图书，质量好，物流快，书还没有看，纸张还是挺好的,Positive,0.9976168870925903
给单位买的，应该不错吧,Positive,0.9999734163284302
宝贝很好，速度快！喜欢京东商城！,Positive,0.9999740123748779
物流速度很快，头天下的单第二天就到了。京东牛。,Positive,0.9999862909317017
书不错，还有折扣，好评,Positive,0.9947800636291504
送给孩子的礼物，他们很喜欢！,Positive,0.9999864101409912
非常实用，努力学习,Positive,0.999677300453186
买买买上京东，速度快，是正品，每次评价有京豆，当我要好评时我就用这个粘贴的，给差评的时候就认真写了！。。。,Positive,0.9999850988388062
此用户未填写评价内容,Negative,0.9995953440666199
。。。。。,Negative,0.9998977184295654
书本崭新，内容全面孩子很满意，我也可以看看提升一下自己的水平????,Positive,0.9996702671051025
字典挺好的，著名的幺建华老师的，都说好，买来试试，祝我能通过吧！,Positive,0.9262697100639343
很好，很不错，希望对考职称有帮助~~！,Positive,0.9995842576026917
外壳上稍稍有一点磨损，总的来说还是不错的，字迹清晰，书本很厚实，内容也全面。好评！,Positive,0.9991680383682251
东西很好，排序非常科学。印刷质量也不错。,Positive,0.9986322522163391
书的质量还是不错的，先屯着备用备用,Positive,0.9999375343322754
内容涵盖很全，职称英语考试中很好用，值得,Positive,0.9997993111610413
希望对我的考试有用。这是经朋友推介的～,Positive,0.999284565448761
老师指定买的书，字体印刷清晰，是正版。,Positive,0.9999740123748779
嗯、看着还不错，随手翻了哈，应该是正版,Positive,0.9999228715896606
京东优惠价叠券，很划算！轻型纸印刷，厚厚一册却很轻便，举厚若轻，很不错的书！很喜欢！京东快递就不用说了，又快又好!!!,Positive,0.9999635219573975
厄普代克作品：兔子，跑吧，好书再版，质量比之前好，价钱也好,Positive,0.9999830722808838
大名鼎鼎的兔子四部曲终于再版了，定价六十多一本，洛阳纸贵？,Positive,0.9996131062507629
好好学习天天向上，希望京东越来越好。,Positive,0.9999532699584961
值得购买、收藏的书，需要认真阅读。,Positive,0.9998841285705566
好书，很满意，适合收藏的…,Positive,0.9997628331184387
这套书真是太好了，值得反复阅读的佳作,Positive,0.9998879432678223
书的品相很好，快递给力，好评！,Positive,0.9916638135910034
书已收到。屯起来，有空看。,Positive,0.9999762773513794
618活动买，平时把想要的都收藏了，每年都这时候买，优惠券可以叠加使用，太合适，虽然618，送货依旧很快，京东小哥很负责的说今天送的全是书…………,Positive,0.9999836683273315
商品评分5分请至少填写一件商品的评价买家印象一般般吧背面可当镜水流大出水均匀出水量很大出水方式多花洒头大质量好出水顺畅自,Positive,0.9935124516487122
破损,Negative,0.9998447895050049
一直都在京东购物，物流一如既往地快速，货品正版，很满意！！,Positive,0.9999289512634277
下次，关于官员的文章的合集千万别买，没错的～,Negative,0.9999493360519409
此用户未填写评价内容,Negative,0.9995953440666199
